ticket_id,category,priority,description,hour_of_day,day_of_week,resolution_time_hours
317,CNCL,medium,necesito cancelar el servicio a nombre de un familiar fallecido,5,1,5.02
318,CNCL,medium,"No estoy conforme con la atención recibida, quiero terminar el contrato",21,4,6.7
319,BILL,high,Solicito el desglose detallado de los cargos de mi factura,19,0,2.05
320,OTHR,medium,¿Dónde queda la sucursal más cercana a mi domicilio?,12,5,2.08
321,OTHR,medium,necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,13,5,3.74
322,BILL,medium,Necesito cambiar mi método de pago de efectivo a débito automático,4,5,5.43
323,OTHR,medium,Quiero saber si puedo transferir mi cuenta a otra persona,17,6,2.63
324,CNCL,medium,Quiero cancelar mi suscripción antes de la próxima facturación,21,6,7.04
325,TECH,medium,"No tengo conexión a internet, el router tiene la luz roja parpadeando",15,5,9.48
326,TECH,medium,el técnico vino pero el problema de conexión sigue igual,22,2,15.78
327,PLAN,low,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,13,3,4.85
328,BILL,medium,quiero verificar si mi pago de ayer ya se refleja en el sistema,23,0,3.4
329,CNCL,low,¿Tiene costo cancelar antes de que termine el contrato de Combo TV+Internet?,16,1,4.11
330,PLAN,medium,¿Puedo hacer upgrade a Fibra 500MB sin pagar penalidad por cambio?,1,3,7.19
331,PLAN,low,Necesito aumentar la cantidad de datos móviles de mi plan actual,7,6,14.33
332,PLAN,high,Necesito aumentar la cantidad de datos móviles de mi plan actual,8,4,4.61
333,PLAN,medium,¿Tienen promociones para migrar a Fibra 200MB este mes?!!,8,5,3.34
334,CNCL,low,"Ya no puedo pagar el servicio, necesito darlo de baja este mes!!",5,6,11.76
335,OTHR,low,¿Puedo pagar mi factura en efectivo en algún punto físico?!!,18,5,6.4
336,PLAN,medium,"Quiero cambiar mi plan actual a Plan Ilimitado, ¿cuáles son los requisitos?",10,6,9.47
337,PLAN,low,¿Tienen promociones para migrar a Combo TV+Internet este mes?,1,4,12.85
338,TECH,low,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",23,5,29.22
339,BILL,high,Quiero saber la fecha límite de pago de mi factura actual,17,4,1.39
340,TECH,low,"La luz del módem está en ámbar, no logro navegar",17,0,9.5
341,BILL,high,Quisiera una copia de mi factura del mes pasado para mi contabilidad,15,0,2.31
342,CNCL,medium,Quiero cancelar porque el precio subió demasiado,17,4,4.95
343,OTHR,low,Quiero saber si puedo transferir mi cuenta a otra persona,10,3,3.0
344,OTHR,low,tengo una consulta general sobre los servicios que ofrecen,0,3,4.95
345,CNCL,low,"No estoy conforme con la atención recibida, quiero terminar el contrato",22,0,9.5
346,PLAN,low,Quiero contratar el Combo TV+Internet para mi nueva casa en Loja!!,5,4,7.83
347,OTHR,medium,¿Tienen aplicación móvil para gestionar mi cuenta?,23,0,4.36
348,BILL,low,Quisiera una copia de mi factura del mes pasado para mi contabilidad,20,1,8.14
349,BILL,low,Quiero verificar si mi pago de ayer ya se refleja en el sistema,6,3,5.99
350,TECH,low,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",8,1,8.36
351,CNCL,high,Llevo meses con problemas y ya decidí cancelar el servicio,23,3,4.87
352,PLAN,low,Quisiera cambiar mi plan antes de que termine el contrato actual,10,6,6.46
353,CNCL,medium,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,7,4,8.31
354,BILL,medium,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",23,5,2.77
355,BILL,low,quisiera una copia de mi factura del mes pasado para mi contabilidad,13,0,4.48
356,OTHR,medium,Tengo una duda sobre el proceso de portabilidad numérica,23,1,3.98
357,PLAN,medium,¿Puedo hacer upgrade a Fibra 500MB sin pagar penalidad por cambio?,0,6,7.24
358,TECH,medium,el técnico vino pero el problema de conexión sigue igual,20,5,8.05
359,TECH,medium,"la luz del módem está en ámbar, no logro navegar",12,2,5.9
360,PLAN,high,"Quiero cambiar mi plan actual a Plan Prepago Movil, ¿cuáles son los requisitos?",9,0,2.52
361,OTHR,low,quisiera saber si tienen cobertura en el sector de Ambato,2,6,5.24
362,BILL,medium,Me cobraron un servicio adicional que nunca contraté,14,4,5.58
363,TECH,medium,"El internet está muy lento desde hace 1 días, no puedo ni hacer una videollamada",21,4,11.07
364,CNCL,medium,¿Cual es el proceso para cancelar mi plan sin penalidad?!!,2,1,10.37
365,BILL,medium,"Se me genero un cargo por mora que no deberia aplicar, ya pague a tiempo",21,0,5.97
366,BILL,medium,quiero saber la fecha límite de pago de mi factura actual,15,0,3.7
367,BILL,medium,Solicito el desglose detallado de los cargos de mi factura,18,4,2.96
368,TECH,high,"No tengo conexión a internet, el router tiene la luz roja parpadeando",4,0,5.49
369,OTHR,low,¿Que documentos necesito para abrir una cuenta nueva?!!,4,6,3.04
370,TECH,low,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",14,1,7.22
371,TECH,medium,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",10,6,12.74
372,OTHR,low,¿Tienen aplicación móvil para gestionar mi cuenta?,5,2,3.55
373,BILL,low,¿Por qué me cobraron $15 de más este mes en Cuenca?,17,0,2.92
374,BILL,low,Solicito el desglose detallado de los cargos de mi factura,13,1,6.34
375,TECH,medium,"No tengo conexion a internet, el router tiene la luz roja parpadeando",20,0,8.53
376,OTHR,high,Quiero saber si puedo transferir mi cuenta a otra persona,17,6,2.52
377,CNCL,medium,¿Cuál es el proceso para cancelar mi plan sin penalidad?,22,5,4.91
378,OTHR,medium,tengo una consulta general sobre los servicios que ofrecen,4,5,2.7
379,PLAN,low,Quiero contratar el Internet Hogar 100MB para mi nueva casa en Manta,17,1,4.46
380,BILL,medium,Necesito cambiar mi método de pago de efectivo a débito automático,3,2,4.55
381,CNCL,medium,Quiero cancelar porque el precio subió demasiado,3,6,7.86
382,TECH,low,No carga ninguna página web desde esta mañana en Riobamba,19,6,15.37
383,BILL,medium,Quiero saber la fecha límite de pago de mi factura actual,18,6,6.38
384,OTHR,medium,"Consulta general, no encuentro la opción que busco en la app",14,3,2.05
385,PLAN,low,Quiero agregar una línea móvil adicional a mi plan familiar!!,18,5,5.36
386,PLAN,low,necesito bajar de plan porque el actual me queda muy caro,12,5,8.83
387,BILL,medium,"Me llego un cobro duplicado en la factura de este mes, favor revisar",16,5,3.34
388,BILL,low,Mi factura llego con un monto mayor al acordado en el contrato,14,4,4.07
389,CNCL,medium,Solicito la baja definitiva de todos mis servicios contratados,2,1,4.56
390,TECH,medium,El técnico vino pero el problema de conexión sigue igual,10,0,7.59
391,OTHR,low,¿Ofrecen algún programa de referidos con beneficios?,12,4,6.72
392,OTHR,medium,Tengo una duda sobre el proceso de portabilidad numérica,18,6,4.27
393,OTHR,medium,necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,11,0,1.18
394,CNCL,low,Llevo meses con problemas y ya decidí cancelar el servicio,15,5,13.34
395,PLAN,medium,Necesito bajar de plan porque el actual me queda muy caro!!,17,1,3.04
396,BILL,low,No reconozco un cargo de $15 en mi última factura,10,2,4.38
397,CNCL,low,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,7,2,7.17
398,BILL,high,"Me llegó un cobro duplicado en la factura de este mes, favor revisar",20,2,2.27
399,BILL,high,Necesito cambiar mi método de pago de efectivo a débito automático,5,1,1.98
400,PLAN,low,¿Tienen promociones para migrar a Plan Ilimitado este mes?,2,5,16.1
401,TECH,medium,No detecta la red wifi en ninguno de mis dispositivos desde ayer,3,1,7.43
402,PLAN,medium,Quiero información sobre los planes empresariales disponibles,0,4,3.04
403,PLAN,low,¿Puedo hacer upgrade a Plan Prepago Movil sin pagar penalidad por cambio?,12,3,4.81
404,CNCL,high,Necesito cancelar el servicio a nombre de un familiar fallecido,11,0,2.39
405,BILL,medium,El total de la factura no coincide con el valor de mi plan mensual,17,4,3.2
406,BILL,low,El total de la factura no coincide con el valor de mi plan mensual,12,0,7.23
407,OTHR,high,"Consulta general, no encuentro la opción que busco en la app",17,2,0.75
408,OTHR,high,Quisiera saber si tienen cobertura en el sector de Ambato,14,4,0.9
409,TECH,high,No puedo configurar el wifi de 5GHz en mi router nuevo,22,4,9.32
410,TECH,medium,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico!!",22,1,22.04
411,CNCL,medium,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",2,4,6.76
412,PLAN,low,"Me interesa subir de velocidad, ¿qué opciones tienen sobre 100MB?",8,6,5.38
413,TECH,high,El servicio de internet se cae todas las noches entre las 8 y las 10,4,0,8.62
414,PLAN,high,¿Tienen promociones para migrar a Fibra 200MB este mes?,20,6,2.71
415,OTHR,high,¿Cuál es el horario de atención de las oficinas en Cuenca?,5,5,5.62
416,CNCL,low,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,10,0,5.53
417,OTHR,high,¿Cómo puedo actualizar mis datos de contacto?,17,4,1.84
418,BILL,low,Quiero verificar si mi pago de ayer ya se refleja en el sistema,7,3,3.97
419,BILL,medium,quiero saber la fecha límite de pago de mi factura actual,13,5,3.27
420,PLAN,low,Quiero contratar el Plan Prepago Movil para mi nueva casa en Guayaquil,22,5,14.29
421,CNCL,medium,Quiero dar de baja el combo de TV pero mantener el internet,1,5,7.63
422,OTHR,medium,"Quiero felicitar al agente que me atendio, excelente servicio",9,6,3.34
423,TECH,medium,Tengo alta latencia y ping inestable trabajando desde casa,1,0,7.6
424,TECH,low,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",7,3,11.55
425,CNCL,high,¿Cuál es el proceso para cancelar mi plan sin penalidad?,0,4,4.04
426,OTHR,medium,Quisiera saber si tienen cobertura en el sector de Loja,11,2,0.92
427,BILL,high,El total de la factura no coincide con el valor de mi plan mensual!!,0,5,4.47
428,CNCL,low,Quiero dar de baja el combo de TV pero mantener el internet,12,3,4.79
429,TECH,medium,No detecta la red wifi en ninguno de mis dispositivos desde ayer,12,6,9.91
430,CNCL,low,¿Cuál es el proceso para cancelar mi plan sin penalidad?,15,4,6.89
431,OTHR,medium,¿Puedo pagar mi factura en efectivo en algun punto fisico?,5,0,3.43
432,CNCL,low,Quiero dar de baja el combo de TV pero mantener el internet,14,1,7.29
433,PLAN,medium,Necesito aumentar la cantidad de datos móviles de mi plan actual,3,1,3.71
434,PLAN,medium,¿Puedo combinar dos servicios en un solo plan con descuento?,9,0,3.05
435,OTHR,medium,"Quiero felicitar al agente que me atendió, excelente servicio",12,2,3.06
436,TECH,medium,No puedo configurar el wifi de 5GHz en mi router nuevo,10,2,7.42
437,PLAN,medium,¿Como hago para cambiar de plan prepago a pospago?,22,0,7.0
438,TECH,low,"Se me corta el wifi cada 15 minutos, es muy frustrante",11,0,14.2
439,PLAN,low,Quisiera agregar el servicio de TV por cable a mi plan de internet,22,0,5.42
440,BILL,low,Quiero saber la fecha límite de pago de mi factura actual,22,2,3.03
441,PLAN,low,¿Cómo hago para cambiar de plan prepago a pospago?,23,6,15.02
442,TECH,low,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",2,4,15.88
443,BILL,low,Necesito cambiar mi método de pago de efectivo a débito automático!!,20,0,3.87
444,OTHR,medium,¿Puedo pagar mi factura en efectivo en algún punto físico?,22,2,2.33
445,BILL,high,mi factura llegó con un monto mayor al acordado en el contrato,17,0,3.78
446,PLAN,medium,Quisiera agregar el servicio de TV por cable a mi plan de internet,23,3,4.72
447,OTHR,medium,¿Cómo puedo actualizar mis datos de contacto?!!,2,6,3.05
448,TECH,low,No detecta la red wifi en ninguno de mis dispositivos desde ayer,2,3,16.98
449,PLAN,low,Necesito aumentar la cantidad de datos móviles de mi plan actual,14,6,8.7
450,PLAN,low,¿Puedo hacer upgrade a Fibra 500MB sin pagar penalidad por cambio?,12,1,3.26
451,BILL,low,No me ha llegado la factura electrónica de este mes a mi correo,21,2,5.59
452,PLAN,low,Necesito aumentar la cantidad de datos móviles de mi plan actual,7,5,11.79
453,TECH,low,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",19,3,6.07
454,CNCL,high,"Quiero cancelar mi servicio de internet, ya no lo necesito",5,1,5.92
455,BILL,low,El total de la factura no coincide con el valor de mi plan mensual,8,1,5.13
456,TECH,high,No detecta la red wifi en ninguno de mis dispositivos desde ayer!!,0,1,9.95
457,BILL,high,"me llegó un cobro duplicado en la factura de este mes, favor revisar",7,4,1.77
458,BILL,low,Quisiera una copia de mi factura del mes pasado para mi contabilidad,12,6,5.84
459,BILL,low,¿Por qué me cobraron $25 de más este mes en Riobamba?!!,17,5,3.65
460,OTHR,medium,Tengo una consulta general sobre los servicios que ofrecen,14,1,1.79
461,PLAN,low,¿Cómo hago para cambiar de plan prepago a pospago?,20,0,6.74
462,CNCL,high,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",19,0,4.19
463,BILL,medium,quiero verificar si mi pago de ayer ya se refleja en el sistema,7,1,2.86
464,CNCL,high,Llevo meses con problemas y ya decidí cancelar el servicio,17,2,3.46
465,TECH,high,"mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",17,2,5.84
466,TECH,low,"Se me corta el wifi cada 30 minutos, es muy frustrante",22,4,17.99
467,PLAN,medium,Quiero contratar el Fibra 200MB para mi nueva casa en Riobamba,3,1,5.21
468,CNCL,medium,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",15,3,2.69
469,PLAN,medium,Quisiera cambiar mi plan antes de que termine el contrato actual,11,5,5.54
470,PLAN,medium,Quiero información sobre los planes empresariales disponibles,9,5,3.69
471,BILL,low,Solicito el desglose detallado de los cargos de mi factura,2,0,7.81
472,TECH,low,No carga ninguna página web desde esta mañana en Guayaquil,12,3,14.39
473,CNCL,low,Solicito la baja definitiva de todos mis servicios contratados,4,0,10.25
474,BILL,high,Mi factura llegó con un monto mayor al acordado en el contrato,10,3,2.88
475,PLAN,high,¿Puedo hacer upgrade a Fibra 500MB sin pagar penalidad por cambio?,5,2,4.39
476,CNCL,medium,¿Tiene costo cancelar antes de que termine el contrato de Fibra 500MB?,2,0,5.39
477,TECH,low,"El internet está muy lento desde hace 3 días, no puedo ni hacer una videollamada",4,3,15.83
478,CNCL,medium,Necesito cancelar el servicio a nombre de un familiar fallecido!!,21,4,5.68
479,BILL,medium,"El valor de mi plan subió sin previo aviso, quiero una explicación",19,2,2.56
480,BILL,high,No me ha llegado la factura electrónica de este mes a mi correo,18,5,2.66
481,TECH,medium,No carga ninguna página web desde esta mañana en Guayaquil,12,2,7.9
482,TECH,medium,Tengo alta latencia y ping inestable trabajando desde casa,17,3,12.34
483,PLAN,medium,Quiero agregar una línea móvil adicional a mi plan familiar,7,5,4.21
484,BILL,high,Me cobraron un servicio adicional que nunca contraté,9,5,3.07
485,CNCL,low,"Quiero cancelar mi servicio de internet, ya no lo necesito",22,1,7.02
486,PLAN,medium,quisiera cambiar mi plan antes de que termine el contrato actual!!,2,5,5.4
487,CNCL,high,Necesito cancelar el servicio a nombre de un familiar fallecido,8,3,2.72
488,PLAN,low,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,15,5,7.42
489,OTHR,medium,¿Cómo puedo actualizar mis datos de contacto?,1,2,1.65
490,BILL,low,Quisiera una copia de mi factura del mes pasado para mi contabilidad,5,2,4.18
491,TECH,low,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor!!",6,0,14.4
492,CNCL,high,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato!!,18,2,3.16
493,OTHR,low,Quisiera saber más sobre las políticas de privacidad de datos!!,20,1,4.31
494,CNCL,medium,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato!!,4,1,5.28
495,TECH,high,"El internet está muy lento desde hace 6 días, no puedo ni hacer una videollamada",19,2,5.15
496,BILL,medium,quiero verificar si mi pago de ayer ya se refleja en el sistema,13,0,4.03
497,BILL,medium,"Se me generó un cargo por mora que no debería aplicar, ya pagué a tiempo!!",23,4,4.75
498,CNCL,low,"Ya encontre otro proveedor, necesito cancelar mi cuenta cuanto antes",10,0,4.74
499,CNCL,medium,"Quiero cancelar mi servicio de internet, ya no lo necesito",16,4,5.16
500,CNCL,high,¿Cual es el proceso para cancelar mi plan sin penalidad?,4,1,5.62
501,OTHR,medium,¿Tienen aplicación móvil para gestionar mi cuenta?,5,1,4.38
502,CNCL,medium,"ya no puedo pagar el servicio, necesito darlo de baja este mes",14,2,6.31
503,OTHR,high,"Quiero felicitar al agente que me atendió, excelente servicio!!",8,5,1.47
504,CNCL,medium,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,22,1,10.06
505,TECH,high,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",10,1,9.36
506,OTHR,low,"Consulta general, no encuentro la opción que busco en la app",7,5,3.91
507,TECH,medium,El técnico vino pero el problema de conexión sigue igual,19,4,8.24
508,OTHR,high,¿Qué documentos necesito para abrir una cuenta nueva?,16,2,0.72
509,TECH,low,"se me desconecta el internet apenas empieza a llover, necesito soporte tecnico",2,5,23.02
510,CNCL,low,Llevo meses con problemas y ya decidi cancelar el servicio,0,5,9.33
511,BILL,medium,Me cobraron un servicio adicional que nunca contraté,9,6,2.86
512,TECH,low,"Se me corta el wifi cada 5 minutos, es muy frustrante",10,1,10.46
513,CNCL,low,"ya no puedo pagar el servicio, necesito darlo de baja este mes",20,5,5.86
514,TECH,medium,"Se me corta el wifi cada 30 minutos, es muy frustrante",4,2,8.77
515,OTHR,medium,"Quiero felicitar al agente que me atendió, excelente servicio!!",11,5,1.97
516,OTHR,medium,¿Tienen aplicación móvil para gestionar mi cuenta?,21,1,3.1
517,CNCL,low,quiero cancelar porque el precio subió demasiado,22,0,8.31
518,BILL,low,No reconozco un cargo de $12 en mi última factura!!,11,5,4.83
519,CNCL,medium,Quiero cancelar mi suscripción antes de la próxima facturación,6,1,8.06
520,BILL,medium,Mi factura llegó con un monto mayor al acordado en el contrato,12,0,2.76
521,TECH,medium,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",11,2,8.08
522,CNCL,low,Solicito la baja definitiva de todos mis servicios contratados,14,6,10.49
523,PLAN,low,Estoy interesado en el combo de internet mas streaming!!,14,2,6.28
524,PLAN,medium,Necesito aumentar la cantidad de datos móviles de mi plan actual,14,3,3.02
525,BILL,medium,Quiero verificar si mi pago de ayer ya se refleja en el sistema,7,2,4.08
526,TECH,medium,"La luz del módem está en ámbar, no logro navegar",4,4,10.34
527,OTHR,medium,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,11,4,3.2
528,PLAN,medium,necesito bajar de plan porque el actual me queda muy caro,13,0,3.8
529,PLAN,medium,Quisiera cambiar mi plan antes de que termine el contrato actual,20,2,5.26
530,OTHR,medium,¿Cómo puedo actualizar mis datos de contacto?,6,2,2.64
531,OTHR,medium,¿Cuál es el horario de atención de las oficinas en Riobamba?,17,3,1.77
532,OTHR,high,Quisiera saber mas sobre las politicas de privacidad de datos,12,2,1.52
533,BILL,low,No reconozco un cargo de $12 en mi última factura,16,0,3.43
534,OTHR,low,¿Dónde queda la sucursal más cercana a mi domicilio?!!,12,1,3.59
535,OTHR,low,¿Cómo puedo actualizar mis datos de contacto?,23,2,3.45
536,CNCL,high,necesito cancelar el servicio a nombre de un familiar fallecido,3,1,3.29
537,OTHR,medium,Quisiera saber si tienen cobertura en el sector de Cuenca,6,2,1.91
538,OTHR,medium,¿Cómo puedo actualizar mis datos de contacto?,15,5,2.8
539,OTHR,high,Tengo una duda sobre el proceso de portabilidad numérica,0,2,1.22
540,BILL,high,no reconozco un cargo de $15 en mi ultima factura,15,5,2.35
541,OTHR,medium,¿Cuál es el horario de atención de las oficinas en Manta?!!,20,5,2.1
542,TECH,high,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",19,1,8.37
543,CNCL,high,"Ya encontre otro proveedor, necesito cancelar mi cuenta cuanto antes",11,1,2.24
544,CNCL,medium,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,12,6,8.99
545,OTHR,medium,Quisiera saber más sobre las políticas de privacidad de datos,9,0,1.67
546,TECH,medium,Tengo alta latencia y ping inestable trabajando desde casa,23,5,9.94
547,BILL,low,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",15,5,5.75
548,OTHR,medium,Tengo una consulta general sobre los servicios que ofrecen!!,2,4,3.34
549,TECH,high,"No tengo conexión a internet, el router tiene la luz roja parpadeando",6,6,4.16
550,PLAN,medium,"Me interesa subir de velocidad, ¿qué opciones tienen sobre 200MB?",1,3,4.0
551,PLAN,low,Quiero información sobre los planes empresariales disponibles,21,6,13.05
552,TECH,medium,"Se me corta el wifi cada 5 minutos, es muy frustrante",2,3,9.54
553,TECH,high,No puedo configurar el wifi de 5GHz en mi router nuevo,3,2,6.27
554,TECH,medium,"Contraté fibra óptica pero la velocidad real es pésima, parece adsl!!",19,4,5.86
555,PLAN,low,Necesito bajar de plan porque el actual me queda muy caro,4,0,9.57
556,OTHR,low,"Quiero felicitar al agente que me atendió, excelente servicio",0,4,2.6
557,BILL,high,Mi factura llegó con un monto mayor al acordado en el contrato,16,2,2.61
558,OTHR,high,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación!!,15,4,2.1
559,CNCL,medium,"Ya no puedo pagar el servicio, necesito darlo de baja este mes!!",16,4,5.13
560,TECH,low,No carga ninguna página web desde esta mañana en Quito,12,4,13.01
561,OTHR,high,"Quiero felicitar al agente que me atendio, excelente servicio",7,2,1.34
562,TECH,medium,No puedo configurar el wifi de 5GHz en mi router nuevo,4,6,7.1
563,PLAN,low,Necesito aumentar la cantidad de datos móviles de mi plan actual!!,1,0,5.25
564,BILL,medium,"Me llego un cobro duplicado en la factura de este mes, favor revisar",20,2,3.8
565,BILL,medium,No me ha llegado la factura electrónica de este mes a mi correo,6,1,3.56
566,CNCL,low,llevo meses con problemas y ya decidí cancelar el servicio,17,0,8.07
567,CNCL,high,Llevo meses con problemas y ya decidí cancelar el servicio,1,5,3.44
568,CNCL,low,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,4,2,5.2
569,BILL,medium,No me ha llegado la factura electrónica de este mes a mi correo,6,2,3.27
570,BILL,medium,quisiera una copia de mi factura del mes pasado para mi contabilidad,10,2,2.21
571,PLAN,medium,"Quiero cambiar mi plan actual a Combo TV+Internet, ¿cuáles son los requisitos?",8,6,7.39
572,TECH,low,El servicio de internet se cae todas las noches entre las 8 y las 10,22,4,10.08
573,CNCL,low,"quiero cancelar mi servicio de internet, ya no lo necesito",19,0,6.72
574,OTHR,medium,quiero saber si puedo transferir mi cuenta a otra persona,23,6,2.82
575,CNCL,medium,Necesito cancelar el servicio a nombre de un familiar fallecido,18,3,3.8
576,CNCL,low,¿Cuál es el proceso para cancelar mi plan sin penalidad?,20,2,8.55
577,TECH,low,El tecnico vino pero el problema de conexion sigue igual,21,1,10.46
578,TECH,medium,"tengo pérdida de paquetes constante jugando online, revisen la señal por favor",13,6,17.9
579,CNCL,low,Llevo meses con problemas y ya decidí cancelar el servicio,9,5,9.02
580,OTHR,medium,Tengo una duda sobre el proceso de portabilidad numérica!!,5,4,2.17
581,CNCL,low,Quiero dar de baja el combo de TV pero mantener el internet,15,2,3.15
582,PLAN,high,Necesito bajar de plan porque el actual me queda muy caro,2,4,2.06
583,PLAN,medium,Necesito bajar de plan porque el actual me queda muy caro,22,0,6.98
584,PLAN,medium,Necesito bajar de plan porque el actual me queda muy caro,15,1,3.28
585,BILL,high,El total de la factura no coincide con el valor de mi plan mensual!!,17,0,1.46
586,TECH,medium,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",4,2,7.94
587,OTHR,high,¿Cuál es el horario de atención de las oficinas en Quito?,3,5,1.11
588,TECH,low,"El internet está muy lento desde hace 2 días, no puedo ni hacer una videollamada",20,3,11.3
589,OTHR,low,Quisiera saber si tienen cobertura en el sector de Riobamba,6,1,2.09
590,BILL,medium,Quiero saber la fecha limite de pago de mi factura actual,23,4,2.51
591,BILL,low,No me ha llegado la factura electronica de este mes a mi correo,2,0,6.7
592,BILL,low,"Me llegó un cobro duplicado en la factura de este mes, favor revisar",20,5,6.84
593,PLAN,low,¿Como hago para cambiar de plan prepago a pospago?,11,1,3.13
594,TECH,medium,"tengo pérdida de paquetes constante jugando online, revisen la señal por favor",12,1,7.94
595,BILL,medium,Quisiera una copia de mi factura del mes pasado para mi contabilidad,23,2,2.02
596,BILL,high,No me ha llegado la factura electrónica de este mes a mi correo,12,4,2.02
597,PLAN,medium,¿Puedo combinar dos servicios en un solo plan con descuento?,17,6,5.68
598,BILL,medium,¿Por qué me cobraron $12 de más este mes en Cuenca?,15,3,3.89
599,PLAN,low,Quisiera agregar el servicio de TV por cable a mi plan de internet,18,3,4.68
600,OTHR,low,¿Qué documentos necesito para abrir una cuenta nueva?,7,2,1.86
601,TECH,low,"No tengo conexion a internet, el router tiene la luz roja parpadeando",6,5,16.16
602,PLAN,medium,Necesito aumentar la cantidad de datos móviles de mi plan actual,11,6,5.25
603,CNCL,medium,¿Tiene costo cancelar antes de que termine el contrato de Plan Prepago Movil?,10,0,5.02
604,CNCL,high,Quiero cancelar mi suscripcion antes de la proxima facturacion!!,6,5,2.96
605,OTHR,low,¿Tienen aplicación móvil para gestionar mi cuenta?,15,2,2.6
606,BILL,high,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",0,6,2.89
607,OTHR,medium,Tengo una duda sobre el proceso de portabilidad numerica,19,6,3.41
608,CNCL,high,"Me mudo fuera de Cuenca y no hay cobertura, debo cancelar",13,5,2.91
609,OTHR,low,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,17,4,3.77
610,CNCL,medium,Quiero cancelar mi suscripción antes de la próxima facturación,15,5,5.07
611,PLAN,low,Estoy interesado en el combo de internet más streaming,9,1,4.25
612,OTHR,medium,¿Cuál es el horario de atención de las oficinas en Loja?,17,6,1.38
613,CNCL,medium,"Quiero cancelar mi servicio de internet, ya no lo necesito!!",3,4,6.36
614,BILL,medium,Me cobraron un servicio adicional que nunca contraté,9,0,2.86
615,OTHR,medium,Tengo una consulta general sobre los servicios que ofrecen,20,4,2.71
616,PLAN,low,Quisiera cambiar mi plan antes de que termine el contrato actual,18,0,6.45
617,CNCL,low,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,4,1,8.28
618,TECH,medium,No detecta la red wifi en ninguno de mis dispositivos desde ayer,21,3,10.2
619,BILL,medium,Solicito el desglose detallado de los cargos de mi factura,1,5,2.78
620,OTHR,low,¿Tienen aplicación móvil para gestionar mi cuenta?,3,3,6.89
621,CNCL,medium,Quiero cancelar porque el precio subió demasiado!!,22,6,7.29
622,PLAN,low,quisiera cambiar mi plan antes de que termine el contrato actual,21,4,7.2
623,BILL,low,El total de la factura no coincide con el valor de mi plan mensual,13,5,6.51
624,CNCL,high,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",21,4,4.22
625,BILL,low,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full!!",23,3,2.67
626,PLAN,medium,"Quiero cambiar mi plan actual a Plan Ilimitado, ¿cuáles son los requisitos?",8,5,3.43
627,OTHR,low,¿Tienen aplicación móvil para gestionar mi cuenta?,21,2,3.28
628,PLAN,high,Quiero información sobre los planes empresariales disponibles,9,6,3.76
629,BILL,medium,"Me llego un cobro duplicado en la factura de este mes, favor revisar",11,5,4.87
630,CNCL,low,Llevo meses con problemas y ya decidi cancelar el servicio,18,3,8.03
631,BILL,low,No reconozco un cargo de $8 en mi última factura!!,9,6,5.05
632,PLAN,low,Quiero información sobre los planes empresariales disponibles,18,0,4.51
633,PLAN,high,"Me interesa subir de velocidad, ¿qué opciones tienen sobre 50MB?!!",11,4,3.58
634,BILL,medium,El total de la factura no coincide con el valor de mi plan mensual,8,2,2.32
