ticket_id,description,category,priority
388,Mi factura llego con un monto mayor al acordado en el contrato,BILL,low
389,Solicito la baja definitiva de todos mis servicios contratados,CNCL,medium
390,El técnico vino pero el problema de conexión sigue igual,TECH,medium
391,¿Ofrecen algún programa de referidos con beneficios?,OTHR,low
392,Tengo una duda sobre el proceso de portabilidad numérica,OTHR,medium
393,necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,OTHR,medium
394,Llevo meses con problemas y ya decidí cancelar el servicio,CNCL,low
395,Necesito bajar de plan porque el actual me queda muy caro!!,PLAN,medium
396,No reconozco un cargo de $15 en mi última factura,BILL,low
397,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,low
398,"Me llegó un cobro duplicado en la factura de este mes, favor revisar",BILL,high
399,Necesito cambiar mi método de pago de efectivo a débito automático,BILL,high
400,¿Tienen promociones para migrar a Plan Ilimitado este mes?,PLAN,low
401,No detecta la red wifi en ninguno de mis dispositivos desde ayer,TECH,medium
402,Quiero información sobre los planes empresariales disponibles,PLAN,medium
403,¿Puedo hacer upgrade a Plan Prepago Movil sin pagar penalidad por cambio?,PLAN,low
404,Necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,high
405,El total de la factura no coincide con el valor de mi plan mensual,BILL,medium
406,El total de la factura no coincide con el valor de mi plan mensual,BILL,low
407,"Consulta general, no encuentro la opción que busco en la app",OTHR,high
408,Quisiera saber si tienen cobertura en el sector de Ambato,OTHR,high
409,No puedo configurar el wifi de 5GHz en mi router nuevo,TECH,high
410,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico!!",TECH,medium
411,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,medium
412,"Me interesa subir de velocidad, ¿qué opciones tienen sobre 100MB?",PLAN,low
413,El servicio de internet se cae todas las noches entre las 8 y las 10,TECH,high
414,¿Tienen promociones para migrar a Fibra 200MB este mes?,PLAN,high
415,¿Cuál es el horario de atención de las oficinas en Cuenca?,OTHR,high
416,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,low
417,¿Cómo puedo actualizar mis datos de contacto?,OTHR,high
418,Quiero verificar si mi pago de ayer ya se refleja en el sistema,BILL,low
419,quiero saber la fecha límite de pago de mi factura actual,BILL,medium
420,Quiero contratar el Plan Prepago Movil para mi nueva casa en Guayaquil,PLAN,low
421,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,medium
422,"Quiero felicitar al agente que me atendio, excelente servicio",OTHR,medium
423,Tengo alta latencia y ping inestable trabajando desde casa,TECH,medium
424,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",TECH,low
425,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,high
426,Quisiera saber si tienen cobertura en el sector de Loja,OTHR,medium
427,El total de la factura no coincide con el valor de mi plan mensual!!,BILL,high
428,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,low
429,No detecta la red wifi en ninguno de mis dispositivos desde ayer,TECH,medium
430,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,low
431,¿Puedo pagar mi factura en efectivo en algun punto fisico?,OTHR,medium
432,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,low
433,Necesito aumentar la cantidad de datos móviles de mi plan actual,PLAN,medium
434,¿Puedo combinar dos servicios en un solo plan con descuento?,PLAN,medium
435,"Quiero felicitar al agente que me atendió, excelente servicio",OTHR,medium
436,No puedo configurar el wifi de 5GHz en mi router nuevo,TECH,medium
437,¿Como hago para cambiar de plan prepago a pospago?,PLAN,medium
438,"Se me corta el wifi cada 15 minutos, es muy frustrante",TECH,low
439,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,low
440,Quiero saber la fecha límite de pago de mi factura actual,BILL,low
441,¿Cómo hago para cambiar de plan prepago a pospago?,PLAN,low
442,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",TECH,low
443,Necesito cambiar mi método de pago de efectivo a débito automático!!,BILL,low
444,¿Puedo pagar mi factura en efectivo en algún punto físico?,OTHR,medium
445,mi factura llegó con un monto mayor al acordado en el contrato,BILL,high
446,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,medium
447,¿Cómo puedo actualizar mis datos de contacto?!!,OTHR,medium
448,No detecta la red wifi en ninguno de mis dispositivos desde ayer,TECH,low
449,Necesito aumentar la cantidad de datos móviles de mi plan actual,PLAN,low
450,¿Puedo hacer upgrade a Fibra 500MB sin pagar penalidad por cambio?,PLAN,low
451,No me ha llegado la factura electrónica de este mes a mi correo,BILL,low
452,Necesito aumentar la cantidad de datos móviles de mi plan actual,PLAN,low
453,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",TECH,low
454,"Quiero cancelar mi servicio de internet, ya no lo necesito",CNCL,high
455,El total de la factura no coincide con el valor de mi plan mensual,BILL,low
456,No detecta la red wifi en ninguno de mis dispositivos desde ayer!!,TECH,high
457,"me llegó un cobro duplicado en la factura de este mes, favor revisar",BILL,high
458,Quisiera una copia de mi factura del mes pasado para mi contabilidad,BILL,low
459,¿Por qué me cobraron $25 de más este mes en Riobamba?!!,BILL,low
460,Tengo una consulta general sobre los servicios que ofrecen,OTHR,medium
461,¿Cómo hago para cambiar de plan prepago a pospago?,PLAN,low
462,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,high
463,quiero verificar si mi pago de ayer ya se refleja en el sistema,BILL,medium
464,Llevo meses con problemas y ya decidí cancelar el servicio,CNCL,high
465,"mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",TECH,high
466,"Se me corta el wifi cada 30 minutos, es muy frustrante",TECH,low
467,Quiero contratar el Fibra 200MB para mi nueva casa en Riobamba,PLAN,medium
468,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,medium
469,Quisiera cambiar mi plan antes de que termine el contrato actual,PLAN,medium
470,Quiero información sobre los planes empresariales disponibles,PLAN,medium
471,Solicito el desglose detallado de los cargos de mi factura,BILL,low
472,No carga ninguna página web desde esta mañana en Guayaquil,TECH,low
473,Solicito la baja definitiva de todos mis servicios contratados,CNCL,low
474,Mi factura llegó con un monto mayor al acordado en el contrato,BILL,high
475,¿Puedo hacer upgrade a Fibra 500MB sin pagar penalidad por cambio?,PLAN,high
476,¿Tiene costo cancelar antes de que termine el contrato de Fibra 500MB?,CNCL,medium
477,"El internet está muy lento desde hace 3 días, no puedo ni hacer una videollamada",TECH,low
478,Necesito cancelar el servicio a nombre de un familiar fallecido!!,CNCL,medium
479,"El valor de mi plan subió sin previo aviso, quiero una explicación",BILL,medium
480,No me ha llegado la factura electrónica de este mes a mi correo,BILL,high
481,No carga ninguna página web desde esta mañana en Guayaquil,TECH,medium
482,Tengo alta latencia y ping inestable trabajando desde casa,TECH,medium
483,Quiero agregar una línea móvil adicional a mi plan familiar,PLAN,medium
484,Me cobraron un servicio adicional que nunca contraté,BILL,high
485,"Quiero cancelar mi servicio de internet, ya no lo necesito",CNCL,low
486,quisiera cambiar mi plan antes de que termine el contrato actual!!,PLAN,medium
487,Necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,high
488,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,PLAN,low
489,¿Cómo puedo actualizar mis datos de contacto?,OTHR,medium
490,Quisiera una copia de mi factura del mes pasado para mi contabilidad,BILL,low
491,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor!!",TECH,low
492,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato!!,CNCL,high
493,Quisiera saber más sobre las políticas de privacidad de datos!!,OTHR,low
494,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato!!,CNCL,medium
495,"El internet está muy lento desde hace 6 días, no puedo ni hacer una videollamada",TECH,high
496,quiero verificar si mi pago de ayer ya se refleja en el sistema,BILL,medium
497,"Se me generó un cargo por mora que no debería aplicar, ya pagué a tiempo!!",BILL,medium
498,"Ya encontre otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,low
499,"Quiero cancelar mi servicio de internet, ya no lo necesito",CNCL,medium
500,¿Cual es el proceso para cancelar mi plan sin penalidad?,CNCL,high
501,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,medium
502,"ya no puedo pagar el servicio, necesito darlo de baja este mes",CNCL,medium
503,"Quiero felicitar al agente que me atendió, excelente servicio!!",OTHR,high
504,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,medium
505,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,high
506,"Consulta general, no encuentro la opción que busco en la app",OTHR,low
507,El técnico vino pero el problema de conexión sigue igual,TECH,medium
508,¿Qué documentos necesito para abrir una cuenta nueva?,OTHR,high
509,"se me desconecta el internet apenas empieza a llover, necesito soporte tecnico",TECH,low
510,Llevo meses con problemas y ya decidi cancelar el servicio,CNCL,low
511,Me cobraron un servicio adicional que nunca contraté,BILL,medium
512,"Se me corta el wifi cada 5 minutos, es muy frustrante",TECH,low
513,"ya no puedo pagar el servicio, necesito darlo de baja este mes",CNCL,low
514,"Se me corta el wifi cada 30 minutos, es muy frustrante",TECH,medium
515,"Quiero felicitar al agente que me atendió, excelente servicio!!",OTHR,medium
516,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,medium
517,quiero cancelar porque el precio subió demasiado,CNCL,low
518,No reconozco un cargo de $12 en mi última factura!!,BILL,low
519,Quiero cancelar mi suscripción antes de la próxima facturación,CNCL,medium
520,Mi factura llegó con un monto mayor al acordado en el contrato,BILL,medium
521,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",TECH,medium
522,Solicito la baja definitiva de todos mis servicios contratados,CNCL,low
523,Estoy interesado en el combo de internet mas streaming!!,PLAN,low
524,Necesito aumentar la cantidad de datos móviles de mi plan actual,PLAN,medium
525,Quiero verificar si mi pago de ayer ya se refleja en el sistema,BILL,medium
526,"La luz del módem está en ámbar, no logro navegar",TECH,medium
527,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,OTHR,medium
528,necesito bajar de plan porque el actual me queda muy caro,PLAN,medium
529,Quisiera cambiar mi plan antes de que termine el contrato actual,PLAN,medium
530,¿Cómo puedo actualizar mis datos de contacto?,OTHR,medium
531,¿Cuál es el horario de atención de las oficinas en Riobamba?,OTHR,medium
532,Quisiera saber mas sobre las politicas de privacidad de datos,OTHR,high
533,No reconozco un cargo de $12 en mi última factura,BILL,low
534,¿Dónde queda la sucursal más cercana a mi domicilio?!!,OTHR,low
535,¿Cómo puedo actualizar mis datos de contacto?,OTHR,low
536,necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,high
537,Quisiera saber si tienen cobertura en el sector de Cuenca,OTHR,medium
538,¿Cómo puedo actualizar mis datos de contacto?,OTHR,medium
539,Tengo una duda sobre el proceso de portabilidad numérica,OTHR,high
540,no reconozco un cargo de $15 en mi ultima factura,BILL,high
541,¿Cuál es el horario de atención de las oficinas en Manta?!!,OTHR,medium
542,"Se me desconecta el internet apenas empieza a llover, necesito soporte técnico",TECH,high
543,"Ya encontre otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,high
544,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,medium
545,Quisiera saber más sobre las políticas de privacidad de datos,OTHR,medium
546,Tengo alta latencia y ping inestable trabajando desde casa,TECH,medium
547,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",BILL,low
548,Tengo una consulta general sobre los servicios que ofrecen!!,OTHR,medium
549,"No tengo conexión a internet, el router tiene la luz roja parpadeando",TECH,high
550,"Me interesa subir de velocidad, ¿qué opciones tienen sobre 200MB?",PLAN,medium
551,Quiero información sobre los planes empresariales disponibles,PLAN,low
552,"Se me corta el wifi cada 5 minutos, es muy frustrante",TECH,medium
553,No puedo configurar el wifi de 5GHz en mi router nuevo,TECH,high
554,"Contraté fibra óptica pero la velocidad real es pésima, parece adsl!!",TECH,medium
555,Necesito bajar de plan porque el actual me queda muy caro,PLAN,low
556,"Quiero felicitar al agente que me atendió, excelente servicio",OTHR,low
557,Mi factura llegó con un monto mayor al acordado en el contrato,BILL,high
558,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación!!,OTHR,high
559,"Ya no puedo pagar el servicio, necesito darlo de baja este mes!!",CNCL,medium
560,No carga ninguna página web desde esta mañana en Quito,TECH,low
561,"Quiero felicitar al agente que me atendio, excelente servicio",OTHR,high
562,No puedo configurar el wifi de 5GHz en mi router nuevo,TECH,medium
563,Necesito aumentar la cantidad de datos móviles de mi plan actual!!,PLAN,low
564,"Me llego un cobro duplicado en la factura de este mes, favor revisar",BILL,medium
565,No me ha llegado la factura electrónica de este mes a mi correo,BILL,medium
566,llevo meses con problemas y ya decidí cancelar el servicio,CNCL,low
567,Llevo meses con problemas y ya decidí cancelar el servicio,CNCL,high
568,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,low
569,No me ha llegado la factura electrónica de este mes a mi correo,BILL,medium
570,quisiera una copia de mi factura del mes pasado para mi contabilidad,BILL,medium
571,"Quiero cambiar mi plan actual a Combo TV+Internet, ¿cuáles son los requisitos?",PLAN,medium
572,El servicio de internet se cae todas las noches entre las 8 y las 10,TECH,low
573,"quiero cancelar mi servicio de internet, ya no lo necesito",CNCL,low
574,quiero saber si puedo transferir mi cuenta a otra persona,OTHR,medium
575,Necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,medium
576,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,low
577,El tecnico vino pero el problema de conexion sigue igual,TECH,low
578,"tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,medium
579,Llevo meses con problemas y ya decidí cancelar el servicio,CNCL,low
580,Tengo una duda sobre el proceso de portabilidad numérica!!,OTHR,medium
581,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,low
582,Necesito bajar de plan porque el actual me queda muy caro,PLAN,high
583,Necesito bajar de plan porque el actual me queda muy caro,PLAN,medium
584,Necesito bajar de plan porque el actual me queda muy caro,PLAN,medium
585,El total de la factura no coincide con el valor de mi plan mensual!!,BILL,high
586,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",TECH,medium
587,¿Cuál es el horario de atención de las oficinas en Quito?,OTHR,high
588,"El internet está muy lento desde hace 2 días, no puedo ni hacer una videollamada",TECH,low
589,Quisiera saber si tienen cobertura en el sector de Riobamba,OTHR,low
590,Quiero saber la fecha limite de pago de mi factura actual,BILL,medium
591,No me ha llegado la factura electronica de este mes a mi correo,BILL,low
592,"Me llegó un cobro duplicado en la factura de este mes, favor revisar",BILL,low
593,¿Como hago para cambiar de plan prepago a pospago?,PLAN,low
594,"tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,medium
595,Quisiera una copia de mi factura del mes pasado para mi contabilidad,BILL,medium
596,No me ha llegado la factura electrónica de este mes a mi correo,BILL,high
597,¿Puedo combinar dos servicios en un solo plan con descuento?,PLAN,medium
598,¿Por qué me cobraron $12 de más este mes en Cuenca?,BILL,medium
599,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,low
600,¿Qué documentos necesito para abrir una cuenta nueva?,OTHR,low
601,"No tengo conexion a internet, el router tiene la luz roja parpadeando",TECH,low
602,Necesito aumentar la cantidad de datos móviles de mi plan actual,PLAN,medium
603,¿Tiene costo cancelar antes de que termine el contrato de Plan Prepago Movil?,CNCL,medium
604,Quiero cancelar mi suscripcion antes de la proxima facturacion!!,CNCL,high
605,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,low
606,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",BILL,high
607,Tengo una duda sobre el proceso de portabilidad numerica,OTHR,medium
608,"Me mudo fuera de Cuenca y no hay cobertura, debo cancelar",CNCL,high
609,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,OTHR,low
610,Quiero cancelar mi suscripción antes de la próxima facturación,CNCL,medium
611,Estoy interesado en el combo de internet más streaming,PLAN,low
612,¿Cuál es el horario de atención de las oficinas en Loja?,OTHR,medium
613,"Quiero cancelar mi servicio de internet, ya no lo necesito!!",CNCL,medium
614,Me cobraron un servicio adicional que nunca contraté,BILL,medium
615,Tengo una consulta general sobre los servicios que ofrecen,OTHR,medium
616,Quisiera cambiar mi plan antes de que termine el contrato actual,PLAN,low
617,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,low
618,No detecta la red wifi en ninguno de mis dispositivos desde ayer,TECH,medium
619,Solicito el desglose detallado de los cargos de mi factura,BILL,medium
620,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,low
621,Quiero cancelar porque el precio subió demasiado!!,CNCL,medium
622,quisiera cambiar mi plan antes de que termine el contrato actual,PLAN,low
623,El total de la factura no coincide con el valor de mi plan mensual,BILL,low
624,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,high
625,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full!!",BILL,low
626,"Quiero cambiar mi plan actual a Plan Ilimitado, ¿cuáles son los requisitos?",PLAN,medium
627,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,low
628,Quiero información sobre los planes empresariales disponibles,PLAN,high
629,"Me llego un cobro duplicado en la factura de este mes, favor revisar",BILL,medium
630,Llevo meses con problemas y ya decidi cancelar el servicio,CNCL,low
631,No reconozco un cargo de $8 en mi última factura!!,BILL,low
632,Quiero información sobre los planes empresariales disponibles,PLAN,low
633,"Me interesa subir de velocidad, ¿qué opciones tienen sobre 50MB?!!",PLAN,high
634,El total de la factura no coincide con el valor de mi plan mensual,BILL,medium
635,Tengo una duda sobre el proceso de portabilidad numerica,OTHR,low
636,Quiero saber si puedo transferir mi cuenta a otra persona,OTHR,medium
637,Quiero agregar una línea móvil adicional a mi plan familiar,PLAN,high
638,Quisiera cambiar mi plan antes de que termine el contrato actual,PLAN,low
639,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,medium
640,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,medium
641,¿Cómo puedo actualizar mis datos de contacto?,OTHR,medium
642,Quiero saber si puedo transferir mi cuenta a otra persona,OTHR,low
643,¿Puedo pagar mi factura en efectivo en algún punto físico?,OTHR,medium
644,Estoy muy insatisfecho con el servicio y quiero cancelar el contrato,CNCL,medium
645,Necesito hablar con un asesor sobre un tema que no es técnico ni de facturación,OTHR,low
646,Tengo una duda sobre el proceso de portabilidad numérica,OTHR,low
647,Quisiera saber si tienen cobertura en el sector de Loja,OTHR,low
648,Quiero cancelar mi suscripción antes de la próxima facturación,CNCL,high
649,"quiero cancelar mi servicio de internet, ya no lo necesito",CNCL,high
650,"tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,medium
651,¿Por qué me cobraron $35 de más este mes en Ambato?,BILL,medium
652,"Se me corta el wifi cada 30 minutos, es muy frustrante",TECH,medium
653,Necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,medium
654,"El internet está muy lento desde hace 9 días, no puedo ni hacer una videollamada",TECH,low
655,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,high
656,"El valor de mi plan subió sin previo aviso, quiero una explicación",BILL,medium
657,"Consulta general, no encuentro la opción que busco en la app",OTHR,low
658,Quiero saber si puedo transferir mi cuenta a otra persona,OTHR,low
659,"Consulta general, no encuentro la opción que busco en la app",OTHR,high
660,¿Dónde queda la sucursal más cercana a mi domicilio?,OTHR,low
661,No carga ninguna página web desde esta mañana en Guayaquil,TECH,high
662,"Ya no puedo pagar el servicio, necesito darlo de baja este mes",CNCL,low
663,¿Por qué me cobraron $35 de más este mes en Cuenca?!!,BILL,medium
664,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,low
665,"Quiero cambiar mi plan actual a Fibra 200MB, ¿cuáles son los requisitos?",PLAN,high
666,"No estoy conforme con la atención recibida, quiero terminar el contrato",CNCL,medium
667,Tengo una duda sobre el proceso de portabilidad numérica,OTHR,medium
668,Necesito cambiar mi método de pago de efectivo a débito automático,BILL,low
669,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,medium
670,necesito aumentar la cantidad de datos móviles de mi plan actual,PLAN,low
671,Tengo una consulta general sobre los servicios que ofrecen,OTHR,low
672,No reconozco un cargo de $12 en mi última factura,BILL,high
673,Tengo alta latencia y ping inestable trabajando desde casa,TECH,medium
674,¿Cuál es el horario de atención de las oficinas en Riobamba?,OTHR,medium
675,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,medium
676,"Me mudo fuera de Quito y no hay cobertura, debo cancelar",CNCL,low
677,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,medium
678,tengo alta latencia y ping inestable trabajando desde casa,TECH,high
679,¿Tiene costo cancelar antes de que termine el contrato de Plan Prepago Movil?,CNCL,low
680,¿Puedo hacer upgrade a Combo TV+Internet sin pagar penalidad por cambio?!!,PLAN,medium
681,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,medium
682,"La luz del módem está en ámbar, no logro navegar",TECH,medium
683,"Mi router no enciende, ya lo reinicié varias veces y sigue sin funcionar",TECH,medium
684,Solicito el desglose detallado de los cargos de mi factura,BILL,medium
685,El servicio de internet se cae todas las noches entre las 8 y las 10,TECH,medium
686,"Se me corta el wifi cada 5 minutos, es muy frustrante",TECH,medium
687,"Consulta general, no encuentro la opcion que busco en la app",OTHR,medium
688,Quiero saber la fecha límite de pago de mi factura actual!!,BILL,medium
689,Quiero cancelar porque el precio subió demasiado,CNCL,medium
690,Quiero agregar una linea movil adicional a mi plan familiar,PLAN,medium
691,"El valor de mi plan subió sin previo aviso, quiero una explicación",BILL,medium
692,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,PLAN,high
693,¿Tienen aplicacion movil para gestionar mi cuenta?,OTHR,low
694,quiero agregar una línea móvil adicional a mi plan familiar,PLAN,low
695,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,medium
696,Quiero cancelar porque el precio subió demasiado,CNCL,high
697,"se me corta el wifi cada 15 minutos, es muy frustrante",TECH,medium
698,"La luz del módem está en ámbar, no logro navegar",TECH,low
699,¿Puedo combinar dos servicios en un solo plan con descuento?,PLAN,low
700,¿Dónde queda la sucursal más cercana a mi domicilio?!!,OTHR,low
701,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,low
702,Tengo una consulta general sobre los servicios que ofrecen,OTHR,low
703,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,high
704,"Se me corta el wifi cada 30 minutos, es muy frustrante",TECH,low
705,La velocidad contratada es de 200MB pero el speedtest me marca menos de la mitad,TECH,low
706,No carga ninguna página web desde esta mañana en Cuenca,TECH,low
707,"Contraté fibra óptica pero la velocidad real es pésima, parece adsl",TECH,medium
708,Quiero cancelar porque el precio subió demasiado,CNCL,low
709,quiero agregar una línea móvil adicional a mi plan familiar,PLAN,low
710,"se me generó un cargo por mora que no debería aplicar, ya pagué a tiempo",BILL,medium
711,"El descuento de la promoción no se aplicó en mi factura, sigo pagando el full",BILL,low
712,Tengo alta latencia y ping inestable trabajando desde casa,TECH,low
713,¿Cómo hago para cambiar de plan prepago a pospago?!!,PLAN,high
714,Quisiera una copia de mi factura del mes pasado para mi contabilidad,BILL,low
715,¿Ofrecen algún programa de referidos con beneficios?,OTHR,low
716,"Se me genero un cargo por mora que no deberia aplicar, ya pague a tiempo",BILL,medium
717,"quiero cambiar mi plan actual a Internet Hogar 100MB, ¿cuáles son los requisitos?",PLAN,medium
718,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual!!,PLAN,high
719,"Consulta general, no encuentro la opción que busco en la app",OTHR,medium
720,¿Por que me cobraron $12 de mas este mes en Manta?,BILL,medium
721,¿Por qué me cobraron $25 de más este mes en Quito?,BILL,high
722,No me ha llegado la factura electrónica de este mes a mi correo,BILL,low
723,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,medium
724,Quiero información sobre los planes empresariales disponibles,PLAN,low
725,Tengo una consulta general sobre los servicios que ofrecen,OTHR,high
726,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,low
727,"Contraté fibra óptica pero la velocidad real es pésima, parece adsl!!",TECH,low
728,Solicito la baja definitiva de todos mis servicios contratados,CNCL,medium
729,Estoy interesado en el combo de internet mas streaming,PLAN,low
730,No puedo configurar el wifi de 5GHz en mi router nuevo,TECH,medium
731,"Consulta general, no encuentro la opcion que busco en la app",OTHR,low
732,Necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,medium
733,Tengo alta latencia y ping inestable trabajando desde casa,TECH,low
734,No me ha llegado la factura electrónica de este mes a mi correo,BILL,medium
735,No detecta la red wifi en ninguno de mis dispositivos desde ayer,TECH,low
736,"Ya no puedo pagar el servicio, necesito darlo de baja este mes",CNCL,low
737,quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,low
738,¿Puedo combinar dos servicios en un solo plan con descuento?,PLAN,medium
739,Deseo conocer los beneficios de pasar de plan mes a mes a plan anual,PLAN,high
740,"Se me corta el wifi cada 15 minutos, es muy frustrante",TECH,medium
741,"Quiero cambiar mi plan actual a Fibra 1GB, ¿cuáles son los requisitos?",PLAN,low
742,Solicito la baja definitiva de todos mis servicios contratados,CNCL,high
743,Quisiera agregar el servicio de TV por cable a mi plan de internet,PLAN,low
744,No me ha llegado la factura electrónica de este mes a mi correo,BILL,high
745,"Tengo pérdida de paquetes constante jugando online, revisen la señal por favor",TECH,medium
746,El total de la factura no coincide con el valor de mi plan mensual,BILL,medium
747,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,low
748,¿Cómo hago para cambiar de plan prepago a pospago?,PLAN,medium
749,Quiero verificar si mi pago de ayer ya se refleja en el sistema,BILL,low
750,necesito cambiar mi método de pago de efectivo a débito automático,BILL,low
751,¿Ofrecen algún programa de referidos con beneficios?!!,OTHR,medium
752,¿Cuál es el horario de atención de las oficinas en Cuenca?,OTHR,high
753,¿Cuál es el proceso para cancelar mi plan sin penalidad?,CNCL,low
754,¿Tienen aplicación móvil para gestionar mi cuenta?,OTHR,low
755,Necesito cancelar el servicio a nombre de un familiar fallecido,CNCL,low
756,Quiero saber la fecha límite de pago de mi factura actual,BILL,medium
757,Quiero dar de baja el combo de TV pero mantener el internet,CNCL,low
758,Deseo dar de baja mi línea porque me mudo de ciudad!!,CNCL,low
759,¿Puedo pagar mi factura en efectivo en algún punto físico?!!,OTHR,medium
760,El total de la factura no coincide con el valor de mi plan mensual,BILL,low
761,¿Qué documentos necesito para abrir una cuenta nueva?,OTHR,high
762,¿Cómo hago para cambiar de plan prepago a pospago?,PLAN,low
763,Quisiera saber más sobre las políticas de privacidad de datos,OTHR,low
764,"No estoy conforme con la atención recibida, quiero terminar el contrato",CNCL,medium
765,No carga ninguna página web desde esta mañana en Ambato,TECH,medium
766,"Quiero cambiar mi plan actual a Fibra 1GB, ¿cuáles son los requisitos?",PLAN,high
767,Quiero cancelar porque el precio subió demasiado,CNCL,low
768,¿Tienen aplicacion movil para gestionar mi cuenta?,OTHR,medium
769,"Me llegó un cobro duplicado en la factura de este mes, favor revisar",BILL,low
770,"La luz del módem está en ámbar, no logro navegar!!",TECH,medium
771,Mi factura llegó con un monto mayor al acordado en el contrato,BILL,medium
772,"Quiero cambiar mi plan actual a Fibra 500MB, ¿cuáles son los requisitos?",PLAN,high
773,"me llego un cobro duplicado en la factura de este mes, favor revisar",BILL,medium
774,No me ha llegado la factura electrónica de este mes a mi correo,BILL,low
775,Solicito el desglose detallado de los cargos de mi factura,BILL,high
776,Necesito bajar de plan porque el actual me queda muy caro,PLAN,high
777,Quisiera cambiar mi plan antes de que termine el contrato actual,PLAN,medium
778,"Ya encontré otro proveedor, necesito cancelar mi cuenta cuanto antes",CNCL,low
779,¿Cómo hago para cambiar de plan prepago a pospago?,PLAN,high
